,Estação,Md_temp_max,Md_temp_min,Md_temp,Md_ur_max,Md_ur_min,MD_ur,Md_prec
0,Parque Estadual Chandless-A102,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,Rio Branco-A104,4.015456989247312,4.015456989247312,3.9986559139784945,5.006720430107527,5.006720430107527,16.498655913978492,3.9986559139784945
2,Porto Walter-A136,15.610599078341014,15.610599078341014,15.591397849462366,15.610599078341014,15.610599078341014,15.591397849462366,57.14285714285714
3,Marechal Thaumaturgo-A137,28.59062980030722,28.59062980030722,28.59062980030722,56.528417818740394,57.123655913978496,57.066052227342546,28.59062980030722
4,Feijó-A138,0.0,0.0,0.0,14.285714285714285,14.285714285714285,14.285714285714285,0.0
5,Epitaciolândia-A140,11.751152073732719,11.751152073732719,11.29032258064516,15.111367127496159,15.111367127496159,14.592933947772657,33.525345622119815
6,Manaus-A101,33.148521505376344,33.148521505376344,33.01411290322581,33.148521505376344,33.148521505376344,33.01411290322581,33.0057123655914
7,Eirunepé-A109,18.918010752688172,18.918010752688172,18.918010752688172,20.900537634408604,22.883064516129032,22.211021505376344,18.918010752688172
8,Boca do Acre-A110,14.482526881720432,14.482526881720432,14.31451612903226,14.482526881720432,14.482526881720432,14.31451612903226,14.31451612903226
9,Lábrea-A111,11.323924731182796,11.323924731182796,11.105510752688172,11.323924731182796,11.323924731182796,11.105510752688172,11.105510752688172
10,Humaitá-A112,13.592069892473118,13.592069892473118,13.592069892473118,13.592069892473118,13.592069892473118,13.592069892473118,13.592069892473118
11,Apui-A113,8.400537634408602,8.400537634408602,8.215725806451612,8.400537634408602,8.400537634408602,8.215725806451612,45.715725806451616
12,Coari-A117,12.584005376344088,12.584005376344088,12.584005376344088,12.584005376344088,12.584005376344088,12.584005376344088,12.584005376344088
13,Manacapuru-A119,5.10752688172043,5.10752688172043,5.10752688172043,5.10752688172043,5.10752688172043,5.10752688172043,5.10752688172043
14,Autazes-A120,3.108198924731183,3.108198924731183,3.108198924731183,3.108198924731183,3.108198924731183,3.108198924731183,3.108198924731183
15,Itacoatiara-A121,0.06720430107526883,0.06720430107526883,0.06720430107526883,0.06720430107526883,0.06720430107526883,0.06720430107526883,0.06720430107526883
16,Maués-A122,14.751344086021506,14.751344086021506,14.751344086021506,18.548387096774192,18.548387096774192,18.464381720430108,14.751344086021506
17,Parintins-A123,21.202956989247312,21.202956989247312,21.202956989247312,21.202956989247312,21.202956989247312,21.202956989247312,21.202956989247312
18,Urucará-A124,0.0,0.0,0.0,0.0,0.0,0.0,12.5
19,Rio Urubu-A125,3.2594086021505375,3.2594086021505375,3.141801075268817,3.2594086021505375,3.2594086021505375,3.141801075268817,3.141801075268817
20,Presidente Figueiredo-A126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Barcelos-A128,0.0,0.0,0.0,0.15120967741935484,0.15120967741935484,0.15120967741935484,12.5
22,Manicore-A133,9.693287037037036,9.693287037037036,9.693287037037036,9.693287037037036,9.693287037037036,9.693287037037036,9.693287037037036
23,São Gabriel da Cachoeira-A134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Oiapoque-A242,8.89616935483871,8.89616935483871,8.845766129032258,11.449932795698924,11.449932795698924,11.29872311827957,15.09576612903226
25,Tartarugalzinho-A243,0.03360215053763441,0.03360215053763441,0.03360215053763441,2.318548387096774,2.318548387096774,2.2513440860215055,0.03360215053763441
26,Macapá-A249,5.741869918699187,5.741869918699187,5.741869918699187,5.741869918699187,5.741869918699187,5.741869918699187,5.741869918699187
27,Belém-A201,17.3904052936311,16.89412737799835,17.16294458229942,16.904466501240694,16.904466501240694,16.811414392059554,16.811414392059554
28,Castanhal-A202,19.871794871794872,19.871794871794872,19.871794871794872,24.152191894127377,24.23490488006617,23.60421836228288,27.564102564102566
29,Medicilandia-A209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Pacajá-A210,15.977822580645162,15.977822580645162,13.692876344086022,15.977822580645162,15.977822580645162,13.692876344086022,38.50806451612903
31,Placas-A211,11.071908602150538,11.071908602150538,10.987903225806452,11.071908602150538,11.071908602150538,10.987903225806452,23.487903225806452
32,Paragominas-A212,7.302867383512544,7.302867383512544,7.183393070489845,7.302867383512544,7.302867383512544,7.183393070489845,7.198327359617681
33,Tomé Açu-A213,9.065113500597372,9.065113500597372,8.960573476702509,9.065113500597372,9.065113500597372,8.960573476702509,8.960573476702509
34,Rondon do Pará-A214,0.7728494623655914,0.7728494623655914,0.7728494623655914,0.7728494623655914,0.7728494623655914,0.7728494623655914,13.27284946236559
35,Salinópolis-A215,20.766129032258064,20.766129032258064,20.598118279569892,20.766129032258064,20.78293010752688,20.614919354838708,20.598118279569892
36,Bragança-A226,12.567204301075268,12.567204301075268,12.567204301075268,12.567204301075268,12.567204301075268,12.567204301075268,24.831989247311828
37,Soure-A227,12.5,12.5,12.5,12.5,12.5,12.5,12.5
38,Tucuruí-A229,0.08400537634408602,0.08400537634408602,0.08400537634408602,2.083333333333333,2.083333333333333,1.881720430107527,0.08400537634408602
39,Serra dos Carajás-A230,12.281586021505376,12.281586021505376,12.130376344086022,12.281586021505376,12.281586021505376,12.130376344086022,19.35483870967742
40,Itaituba-A231,0.3024193548387097,0.3024193548387097,0.3024193548387097,9.526209677419354,9.526209677419354,9.240591397849462,0.3024193548387097
41,Óbidos-A232,25.0,25.0,25.0,25.0,25.0,25.0,25.0
42,Santana do Araguaia-A233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Tucumã-A234,100.0,100.0,100.0,100.0,100.0,100.0,100.0
44,Novo Repartimento-A235,12.5,12.5,12.5,12.5,12.5,12.5,25.0
45,Cametá-A236,24.949596774193548,24.949596774193548,24.949596774193548,24.949596774193548,24.949596774193548,24.949596774193548,24.949596774193548
46,Monte Alegre-A239,25.0,25.0,25.0,25.0,25.0,25.0,25.0
47,Marabá-A240,7.891705069124424,7.891705069124424,7.834101382488479,7.891705069124424,7.891705069124424,7.834101382488479,22.119815668202765
48,Conceição do Araguaia-A241,10.248655913978496,10.248655913978496,10.16465053763441,10.248655913978496,10.248655913978496,10.16465053763441,10.16465053763441
49,Mina Palito-A246,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,33.87096774193548
50,Capitão Poço-A248,0.8333333333333334,0.8333333333333334,0.7795698924731183,0.8333333333333334,0.8333333333333334,0.7795698924731183,0.7795698924731183
51,Santarém-A250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Porto Velho-A925,19.265232974910393,19.265232974910393,19.205495818399044,19.250298685782557,19.265232974910393,19.205495818399044,19.205495818399044
53,Vilhena-A938,0.016801075268817207,0.016801075268817207,0.016801075268817207,0.016801075268817207,0.016801075268817207,0.016801075268817207,0.016801075268817207
54,Cacoal-A939,0.2856182795698925,0.2856182795698925,0.2856182795698925,0.2856182795698925,0.2856182795698925,0.2856182795698925,0.2856182795698925
55,Ariquemes-A940,18.397177419354836,18.397177419354836,18.245967741935484,18.397177419354836,18.397177419354836,18.245967741935484,18.245967741935484
56,Boa Vista-A135,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
57,Palmas-A009,12.277621722846442,12.277621722846442,12.242509363295879,12.277621722846442,12.289325842696629,12.242509363295879,12.230805243445692
58,Paranã-A010,1.9794721407624634,1.9794721407624634,1.9794721407624634,1.9794721407624634,1.9794721407624634,1.9794721407624634,1.9794721407624634
